category,title,description
Finance,,"'- اعداد وتنظيم ومراقبة المشاريع المختلفة داخل الموسسة
- عمل استراتيجيات واهداف قابلة للتحقيق والقياس
- التنسيق بين الانشطة المشتركة بين المشاريع وبعضها
- قيادة وتقييم الموظفين داخل المشاريع
- تطوير ومراقبة المواعيد النهايية والميزانيات والانشطة المختلفة
- تطبيق التغيير والمخاطر وادارة الموارد المتاحة
- تحمل المسوولية عن المشاريع وكل ما يطرا عليها
- تقييم المشاريع بشكل دوري وحل المشكلات المعوقة لتحقيق الاهداف
- اعداد التقارير وتقديمها للادارة العليا"
Finance,,"'- مطلوب مدير عمليات للعمل لمصنع منتجات اسمنتية بمحافظة الخرج - منطقة الرياض
المهام والمسووليات:
- الاشراف علي العمليات اليومية للمصنع وضمان سير الانتاج بكفاءة
- ادارة فريق العمل وتحفيز الموظفين والسايقين لضمان اعلي مستويات الانتاجية
- متابعة صيانة المعدات والمركبات لضمان تشغيلها بكفاءة وتقليل الاعطال
- تحسين العمليات التشغيلية وتقليل التكاليف التشغيلية والهدر
- الاشراف علي النقل الثقيل (22 شاحنة) وجدولة الرحلات لضمان تسليم المنتجات في الوقت المحدد
- التاكد من الامتثال للانظمة الحكومية والتعامل مع الجهات التنظيمية
- تحليل البيانات التشغيلية وتقديم تقارير دورية للادارة العليا
- اقتراح حلول لتحسين الاداء وزيادة كفاءة الانتاج والنقل"
Finance,,"'- ادارة وتنظيم عمليات النقل البري داخل وخارج المدينة
- جلب المشاريع وتشغيل الشاحنات
- تنسيق وتوزيع الشحنات بين السايقين والعملاء وفقا لجداول محددة
- تطوير استراتيجيات تحسين الكفاءة التشغيلية وتخفيض التكاليف
- اعداد تقارير دورية عن اداء الشحنات والمشاكل التشغيلية المحتملة
- الحفاظ علي علاقات متميزة مع العملاء والسايقين لضمان تقديم افضل خدمة"
Finance,,"'- The Warehouse Manager is responsible for overseeing warehouse operations, including receiving, storing, and dispatching goods. They manage a team of warehouse staff, maintain inventory accuracy, and ensure efficient order fulfillment. The Warehouse Manager also implements warehouse safety protocols, monitors warehouse performance, and manages vendor relationships. They should have excellent leadership and organizational skills, be proficient in warehouse management systems, and possess a strong attention to detail.
Responsibilities:
- versee warehouse operations, including receiving, storing, and dispatching goods.
- Manage and train warehouse staff, ensuring effective teamwork and productivity.
- Maintain accurate inventory records and coordinate inventory replenishment.
- Implement and enforce warehouse safety protocols.
- Monitor warehouse performance metrics, such as order fulfillment rate or inventory turnover.
- Collaborate with purchasing and supply chain teams to manage deliveries and maintain appropriate stock levels.
- Manage vendor relationships, negotiate contracts, and resolve any issues or disputes.
- Continuously identify and implement process improvements to increase efficiency and reduce costs."
Finance,,'- مطلوب مراقب جودة للعمل لدي شركة مقاولات كبري في مدينة الخبر
Finance,,"'- Coordinate Dermatology and laser clinic in Al Khobar - Al Yuromuk Area near Dr. Sulaiman Al Habib Hospital looking to hire Coordinate Joining date is IMMEDIATE.
Job description:
- Keep the Head of Department informed of his daily/ weekly schedule.
- Coordinate office staff activities to ensure maximum efficiency.
- Compose and prepare correspondence, reports, and presentations, prepares minutes, and maintains​"
Finance,,'- مطلوب مدير مدير فرع لديه خبرة لا تقل عن 5 سنوات في ادارة المطاعم وادارة العمليات علي مستوي المناطق
Finance,,"'- الاشراف علي تنفيذ وتشغيل المشروع
- التنسيق بين الفرق المختلفة لضمان سير العمل بشكل صحيح
- تحديد الاهداف والمهام المتعلقة بالمشروع ومتابعة تحقيقها
- ادارة الموارد والميزانية بشكل فعال
- التواصل مع جميع الاطراف المعنية لتحديث تقدم المشروع
- تحديد المخاطر المحتملة ووضع خطط للتعامل معها"
Finance,,'- مطلوب اخصايية علاقات عامة للعمل لشركة رايدة في مجال السفر والسياحة بمدينة الرياض - حي الملز
Finance,,"'- مطلوب مسيول موارد بشرية لديه معرفة بانظمة الموارد البشرية للعمل بمدينة جدة
- العمل بدوام ميداني
مراجعة الجهات الحكومية والبنوك"
Finance,,"'- التسويق والمبيعات
- تمثيل الشركة في التعاقدات الداخلية والخارجية"
Finance,,"'- متابعة اعمال الادارة
- التنسيق بين الاقسام
- الاشراف علي الاقسام"
Finance,,'- مطلوب مسيول لوجستي لادارة السايقين وامور شركة لوجستية متعاقدة مع التطبيقات
Finance,,'- مطلوب اخصايي تنظيم اداري للعمل لدي شركة سعودية بمدينة الخبر
Finance,,"'- التنظيم والتخطيط
- اقتناص الفرص
- الربط بين المانح والممنوح
- تكييف استراتيجية الشركة
- تطوير المنتجات
- تحليل اراء المنافسين والعملاء"
Finance,,"المهام والمسووليات:
- متابعة وتقييم جودة عمليات المسح الميداني وضمان الالتزام بالمعايير المحددة
- اجراء تدقيق دوري للبيانات الميدانية والتاكد من صحتها ودقتها
- تقديم التوصيات والاجراءات التصحيحية لتحسين الاداء والجودة
- التعاون مع فرق العمل لضمان تحقيق اهداف الجودة
- اعداد تقارير دورية توضح اداء الفرق الميدانية ومستوي الجودة"
Finance,,'- الاشراف ومتابعة اعمال خطوط الانتاج ومتابعة سير عمل النماذج
Finance,,"'- ادارة المشاريع وتطوير الخدمات داخل الموسسات الصحية، واطلاق المبادرات التي تهدف الي تحسين الاداء التشغيلي والمالي
- اعداد وتنفيذ خطط ادارة الازمات لضمان استمرارية الخدمات، والقدرة علي الاستجابة الفعالة للطواري
- اعداد وادارة الميزانيات الصحية، والتحكم بالنفقات وتحقيق اهداف الكفاءة المالية"
Finance,,"'- مساعدة الادارة بشكل عام
- ادارة موقع التواصل الاجتماعي
- متابعة الاعمال الموكلة من المدير التنفيذي
- التاكد من سير العمل بشكل ممتاز"
Finance,,'- مطلوب مدير تشغيل للعمل لدي مجمع طبي بشرق مدينة الرياض
Finance,,"'- مطلوب موظفة مبيعات هاتفية للعمل في المدينة المنورة - طريق المطار
- ساعات العمل: 8 ساعات يوميا (6 ساعات في المكتب، ساعتان من المنزل عند الحاجة)
- ايام العمل: من السبت الي الخميس (الجمعة اجازة اسبوعية)"
Finance,,"OPERATIONAL:
- Follows document control procedures related to the document management system.
- Assists in establishing the office document distribution matrix.
- Coordinates for developing and maintaining filing systems of the office
documentation and their relevant security levels as per the authorization matrix.
- Maintains and controls document register and updates it regularly with all incoming and outgoing information.
- Prepares outgoing document transmittals and ensures proper submission to the relevant parties with an official acknowledgment of receipt.
- Ensures all obsolete and superseded documents are clearly identified and logged in the register.
- Distribute documents in a timely manner to the concerned persons in accordance with the distribution matrix as authorized by the Personnel and Administration Manager.
- Manages the proper storage/update of the document's soft copies in the electronic filing system.
- Manages the proper storage of the document's hard copies in the appropriate physical location following the manual filing system.
- Administers the distribution/circulation of internal and external documents.
Other duties and responsibilities are as assigned by management."
Finance,,"'- اجراء ترتيبات السفر والفنادق واعداد تذكيرات للاجتماعات والمواعيد والمهام المهمة الاخري وجدولة المواعيد
- التواصل مع اعضاء اخرين من الموظفين والاطراف الخارجية
- القيام بجميع اعمال المشتريات و انجاز ما يكلف به من اعمال
- نقل صاحب العمل بالسيارة حسب الحاجة لذلك والسفر لاداء بعض المهام اذا تطلب العمل ذلك
- دعم صاحب العمل وانجاز جميع المهام التي يكلفه بها"
Finance,,"'- مطلوب موظف اداري للعمل في شركة رايدة بمدينة الرياض
المهام والمسيوليات:
- العمل علي جميع المهام في خدمة مقيم مثل: تجديد الاقامات ونقل الكفالات واصدار التاشيريات وغيرها
- تصديق الخطابات من الغرفة التجارية وكل ما يتعلق بها
- العمل علي توثيق العقود في منصة قوي
- اصدار رخص العمل وتجديدها من منصة قوي وارسال طلبات نقل الكفالة
- اضافة وحذف الموظفين من التامينات الاجتماعية
- عمل زيارات الاعمال من وزارة الخارجية
- العمل علي منصة مدد"
Finance,,"'- Manage calendar, scheduling meetings and coordinating travel arrangements.
- Prepare and organize documents, presentations, and reports for meetings.
- Serve as the primary point of contact between the CEO and internal/external stakeholders.
- Draft, review, and respond to correspondence on behalf of the CEO.
- Assist in the planning and execution of company events and board meetings.
- Conduct research and prepare briefing materials as needed.
- Track and follow up on action items and deadlines from meetings.
- Maintain filing systems and ensure all documents are organized and accessible.
- Handle confidential information with the utmost discretion."
Finance,,'- مطلوب موظف استقبال سعودي الجنسية للعمل لدي شركة هندسية في مدينة الدمام
Finance,,"'- مطلوب مدير تشغيل سلسلة مطاعم في المنطقة الشرقية
المهام:
- الاشراف علي جميع العمليات اليومية للمطعم لضمان سير العمل بسلاسة
- تطوير وتنفيذ استراتيجيات لتحسين الكفاءة وزيادة رضا العملاء
- ادارة وتدريب الموظفين لضمان تقديم خدمة عالية الجودة
- مراقبة المخزون والطلبات لضمان توفر المواد اللازمة
- تحليل اداء المطعم وتقديم تقارير دورية للادارة
- التعامل مع شكاوي العملاء وحل المشكلات بشكل فعال
- تنظيم الانشطة الترويجية والفعاليات لجذب الزباين الجدد
- التاكد من الالتزام بمعايير الصحة والسلامة في جميع الاوقات
- ادارة الميزانية والتكاليف لضمان تحقيق الاهداف المالية
- تطوير علاقات قوية مع الموردين لضمان الحصول علي افضل الاسعار والخدمات"
Finance,,"'- التطوير والحفاظ علي علاقات قوية مع العملاء
- توليد فرص عمل جديدة
- الاشراف علي تسليم المشاريع
- التنسيق مع فريق المكتب الخلفي في مصر"
Finance,,"المسووليات الرييسية:
- تطوير وتنفيذ استراتيجيات جديدة لتوسيع الاعمال وزيادة الايرادات
- تحديد وتقييم فرص الاعمال الجديدة في الاسواق المحلية والدولية
- اقامة علاقات شراكة استراتيجية مع العملاء الحاليين والجدد
- التنسيق مع الاقسام الداخلية لضمان تقديم حلول متميزة للعملاء
- تحليل المنافسة ومتابعة التوجهات السوقية لتقديم حلول مبتكرة
- تحضير العروض التجارية والعروض التقديمية للعملاء
- متابعة تنفيذ العقود وضمان رضا العملاء"
Finance,,'- مطلوب مدير منشاة صناعية ويفضل من لديه خبرة في مجال البلاستيك
Finance,,"'- تنظيم جدول الاعمال والاجتماعات، وادارة المراسلات والوثايق، وتنسيق العمليات اليومية للمكتب
- الاشراف علي فريق الدعم الاداري، وضمان كفاءة سير العمل
- متابعة المهام والقرارات، مع تقديم التقارير وتنظيم السفر والفعاليات"
Finance,,'- مطلوب مشرف فروع للعمل في مجال تاجير السيارات بمدينة جدة
Finance,,"المسووليات:
- دعم مدراء الثروات في اعداد خطط مالية للعملاء
- اعداد التقارير تفصيلية باستخدام Excel
- تجهيز العروض التقديمية باستخدام PowerPoint
- المساعدة في ادارة الوثايق وتنظيم الملفات لضمان سير العمل بكفاءة
- تقديم الدعم الاداري اليومي وادارة الاولويات بشكل فعال
- العمل في مقر الشركة في مدينة الرياض - حي الصحافة علي طريق العليا العام
- ساعات العمل: من 9 صباحا حتي 5 مساء"
Finance,,"'- الاستقبال والاتصال: استقبال العملاء، الرد علي المكالمات، وتنظيم المواعيد
- ادارة البريد والملفات: متابعة البريد الالكتروني والوثايق، وتنظيم الملفات
- دعم الموظفين: تحضير الاجتماعات، المساعدة في المهام الادارية
- ادارة الفعاليات: تنظيم الفعاليات الترويجية والبريدية"
Finance,,"الاستقبال والتوجيه:
- استقبال العملاء والزوار بكل احترافية وحسن استقبال
- توجيه الزوار الي الاقسام المناسبة والتاكد من راحتهم
ادارة المكالمات الهاتفية:
- الرد علي المكالمات الهاتفية وتحويلها الي الاقسام المختصة
- استقبال الاستفسارات العامة وتقديم المساعدة الاولية للعملاء
الترتيب الاداري:
- ادارة وتنظيم المواعيد والمقابلات الخاصة بالعملاء والمحامين
- متابعة الرسايل الواردة والصادرة والتاكد من تسجيلها بشكل دقيق
التسويق والعلاقات العامة:
- مساعدة فريق التسويق في اعداد المواد الترويجية والنشرات
- دعم انشطة التسويق مثل تنظيم الفعاليات او حضور المعارض القانونية
- التواصل مع العملاء المحتملين والمساهمة في تطوير العلاقات التجارية
المهام الاخري:
- اعداد التقارير اليومية/الاسبوعية المتعلقة بالاستقبال والمواعيد
- متابعة وتنظيم ملفات العملاء الاساسية وضمان سرية المعلومات"
Finance,,"'- متابعة حركة المندوبين وكتابة التقارير المفصلة عن عملهم
- متابعة الايميلات والرد عليها وكتابة الخطابات
- العمل علي منصة سابر
- عمل تقارير كاملة عن الفرع"
Finance,,'- مطلوب موظف تاجير سيارات سعودي الجنسية لديه خبرة لا تقل عن 3 سنوات
Finance,,"'- اتخاذ القرارات الرييسية الخاصة بالشركة
- تمثيل الواجهة الخارجية للشركة والتحدث باسمها
- ادارة جميع عمليات الشركة بالاضافة الي مواردها ومصادرها
- التصرف بصفته حلقة الوصل الرييسة التي تربط بين مجلس ادارة الشركة والمهام التي تنفذ داخلها
- صنع قرارات الشركة المصيرية والتي تكون علي مستوي استراتيجي عالي والتي يعتمد مستقبل ونمو الشركة عليها تحديدا في الشركات الكبري
- حضور الاجتماعات بشكل دوري
- كتابة التقارير اللازم مراجعتها اثناء الاجتماعات الدورية
- مراجعة الترقيات والمرتبات والمناصب الوظيفية والنظر فيها نهاية كل عام
- بينما في الشركات الاصغر حجما، غالبا ما يكون مسوولا عن الامور والقرارات العملية الروتينية
- وبناء عليه، باستطاعة الرييس التنفيذي الناجح توفير التناغم، والبيية، والرسالة، والروية المباشرة للشركة
- المشاركة في كتابة واعداد الاهداف الاساسية التي تقوم عليها الشركة
- مراجعة اداء الموظفين، بالاضافة الي متابعة الخطط التنفيذية
- رفع النصايح والتقارير والخطط المكتوبة الي مجلس الادارة
- حضور موتمرات الاعمال
- اهتمام الرييس التنفيذي بالصورة الكاملة للامور المتعلقة بالشركة، وعدم منح الاهمية الشديدة للتفاصيل الصغيرة
- التعرف علي الصورة العامة والشاملة التي من شانها ان تحدث اثرا ايجابيا كبيرا علي الشركة
- عدم اهمال ثقافة الشركة وقيمها وذلك لان سياسة الشركة والقايمين عليها يعزز من بيية العمل وتحقيق الاهداف المرجوة للحصول علي النتايج المطلوبة
- الحرص طوال الوقت في الاستمرار علي التاكيد بان فريق عمل الشركة يدرك روية الشركة ادراكا تاما ويودي مهامه ارتكازا عليها
- توجيه وقت العمل والمواهب المتوفرة والموارد والمصادر المالية كذلك في سبيل استثمارها بافضل السبل"
Finance,,"'- دراسة وضع المبيعات داخل المنطقة واعداد خطط واستراتيجيات التسويق
- تحليل البيانات للتعرف علي افضل اساليب البيع والاكثر كفاءة
- التواصل مع العملاء لمعالجة الشكاوي وتقديم الحلول المناسبة
- اكتشاف فرص المبيعات من خلال الدراسات والبحوث الاستهلاكية
- عرض وتقديم المنتجات والخدمات المتاحة للعملاء المحتملين
- المشاركة في الاحداث الترويجية مثل المعارض التجارية وغيرها لتنمية علاقات العملاء
- تقديم التدريب علي تقنيات المبيعات والسمات المميزة لمنتجات الموسسة
- تقييم اداء المبيعات وقياس موشرات الاداء KPIs
- رصد ومراقبة المنافسة داخل المنطقة المحددة
- اعداد وتقديم التقارير الي ادارة المبيعات"
Finance,,"'- تطوير وتنفيذ الاستراتيجيات التجارية وفقا لاهداف الموسسة والاهداف التي تساعد علي نمو الموسسة
- اجراء ابحاث السوق وتحليلها لانشاء خطط عمل مفصلة عن الفرص التجارية
- فهم متطلبات العملاء الحاليين لضمان تلبية احتياجاتهم
- العمل علي اكتساب عملاء جدد وادارة علاقات العملاء
- التعاون مع اقسام متنوعة وتنسيقها مثل التسويق ، المبيعات ، خدمة العملاء …الخ
- بناء والحفاظ علي علاقات الموسسة بما يحقق رفع نسبة الارباح
- رصد ومراقبة اداء الانشطة التجارية باستخدام ادوات القياس المختلفة
- اعداد وتقديم التقارير الدورية للادارة العليا
- المساعدة في تحديد الاهداف المالية ووضع الميزانية ورصدها"
Finance,,'- مطلوب مستشار قانوني للعمل في مجال الاستشارات القانونية في مجال الاعمال الادارية وكذلك الاستشارات القانونية في نظام المشتريات الحكومية
Finance,,'- تطوير العمل الموسسي وحوكمة وتحليل الاعمال
Finance,,"'- مراجعة موشرات الاداء وبناء وتطوير موشرات الاداء للاعمال
- مراجعة الخطط الاستراتيجية وحوكمة الاجراءات ورفع الجودة
- تطوير دليل اجراءات العمل
- تطوير دليل المهام التشغيلية"
Finance,,"'- تطوير العمل الموسسي وادارة الجودة ومراجعة وتطوير اليات العمل
- قيادة فريق عمل مكون من مهندسين واداريين لا يقل عن 30 موظف
- وضع خطة تنفيذ المشروع واعتمادها من الجهة المشرفة
- التعامل مع الجهة المشرفة ووضع الحلول للعوايق
- خلق فرص عمل جديدة"
Finance,,"'- To provide full support to the Establishment in the management and execution of the activity assigned to him, making the best possible use of the knowledge, experience and crews available in order to complete the project on time and according to contract requirements and with the best financial results, and to promote and maintain the Establishment’s image and policies
Responsibilities:
General:
- To optimize growth in profitability through effective leadership, planning, organization and control of functional activities, within agreed strategies and guidelines.
- To develop the annual budgets and forecast in conjunction with the MD and ensure budgets and targets are adhered to accordingly.
- To monitor business performance against budget and to undertake corrective action where necessary.
- Maintain full P & L responsibility for the company and achieve or surpass financial targets.
- Monitor departmental performance against KPIs.
- Represent the company in establishing and continuously growing relationships with business partners, customers, clients and vendors.
- Attract, develop, motivate and retain staff, deploy them in an effective manner and ensure effective succession planning is in place.
Project Based:
- Oversee progress of tenders / projects ad all related issues.
- Promoting health, safety and environmental awareness at all levels.
- Approve training program for staff
- Secure adequate resources to implement business objectives.
- Carryout periodic management reviews of Quality Management System
- Financial matters.
- Develop strategic plan by studying, recognizing and exploiting market opportunities; recommending objectives
- Accomplish objectives by establishing a company wide system, plans, budgets, performance and results management, efficient allocation of company resources, progress review and interim corrections
- Establish company policies such as: procurement, production, marketing, field and technical services; coordinating action with heads of departments.
- Reviews project proposal or plan to determine time frame, funding limitations, procedures for accomplishing project in due time, staffing requirements.
- Confers with project staff to outline work plan and assign duties, responsibilities, and scope of authority."
Finance,,"'- He Warehouse Manager is responsible for overseeing warehouse operations, including receiving, storing, and dispatching goods. They manage a team of warehouse staff, maintain inventory accuracy, and ensure efficient order fulfillment. The Warehouse Manager also implements warehouse safety protocols, monitors warehouse performance, and manages vendor relationships. They should have excellent leadership and organizational skills, be proficient in warehouse management systems, and possess a strong attention to detail.
Responsibilities:
- Oversee warehouse operations, including receiving, storing, and dispatching goods.
- Manage and train warehouse staff, ensuring effective teamwork and productivity.
- Maintain accurate inventory records and coordinate inventory replenishment.
- Implement and enforce warehouse safety protocols.
- Monitor warehouse performance metrics, such as order fulfillment rate or inventory turnover.
- Collaborate with purchasing and supply chain teams to manage deliveries and maintain appropriate stock levels.
- Manage vendor relationships, negotiate contracts, and resolve any issues or disputes.
- Continuously identify and implement process improvements to increase efficiency and reduce costs."
Finance,,"'- اعداد كشوفات بالمبالغ المستحقة من الجهات وتحصيلها وفقا للسياسات والاجراءات المنظمة
- المتابعة والتنسيق مع المعنيين بهدف تحصيل المبالغ النقدية والرد علي استفساراتهم واسيلتهم المختلفة المتعلقة بها
- تسجيل المبالغ المحصلة وتحديث الكشوفات بشكل مستمر وتنفيذ التعليمات المتعلقة بسرية المعاملات المالية والتعامل معها بالحرفية والمهنية العالية
- الالتزام التام بالادلة الاجرايية وبالسياسات والاجراءات المنظمة للاعمال المتعلقة بتحصيل المبالغ المستحقة والتقيد بها
- حفظ النسخ الورقية من سندات القبض والوثايق وترتيبها وحفظها وفقا للسياسات المتبعة"
Engineering,,"• تشغيل وصيانة اجهزة ومعدات المعامل
• اجراء الفحوصات الفنية والميكانيكية والكهربايية اللازمة
• المساهمة في تحسين كفاءة الاجهزة ومتابعة الاعطال
• اعداد تقارير دورية عن سير العمل وحالة المعدات"
Engineering,,"'- Position: Interior Architect
- Location: Riyadh, Saudi Arabia
Key Responsibilities:
- Develop interior design concepts and detailed drawings for finishing and fit-out works
- Coordinate with project managers, site engineers, and contractors to ensure seamless execution
- Create innovative and functional designs aligned with project requirements (luxury hospitality standards)
- Ensure compliance with local codes, safety regulations, and client specifications
- Utilize design software (AutoCAD, Revit, BIM, SketchUp, etc.) for project planning and presentations"
Engineering,,"• تركيب وصيانة انظمة واجهزة مكافحة الحريق
• اجراء الفحوصات الدورية والتاكد من جاهزية المعدات
• الاستجابة لحالات الطواري وفق الاجراءات المعتمدة
• الالتزام بمعايير السلامة واللوايح الفنية
• اعداد تقارير الصيانة والرفع بها للمسوولين"
Engineering,,"• وضع وتنفيذ سياسات واجراءات الصحة والسلامة المهنية
• متابعة تطبيق معايير السلامة في مواقع العمل والمشاريع
• اجراء تقييم المخاطر ووضع خطط الطواري
• الاشراف علي برامج التوعية والتدريب للموظفين
• اعداد تقارير دورية ورفعها للادارة"
Engineering,,"• متابعة وفحص سلامة المباني والهياكل الانشايية
• اجراء الاختبارات الدورية وتقييم المخاطر الانشايية
• اعداد تقارير فنية وتوصيات للصيانة الوقايية
• الاشراف علي اعمال الاصلاح والصيانة الانشايية
• ضمان الالتزام بمعايير السلامة والجودة"
Engineering,,"'- الاشراف علي تركيب وصيانة المصاعد
- الفحص الدوري وضمان معايير السلامة
- تشخيص الاعطال وايجاد الحلول الفنية
- اعداد تقارير الصيانة والمتابعة"
Engineering,,'- مطلوبو فني صيانة (كهربايية وميكانيكية) للعمل في مجال الصيانة بالمصانع
Engineering,,"'- مطلوب ممهندس الكتروميكانيك للعمل بمحافظتي عويقلية وتيماء
المهام:
- متابعة اعمال الكهرباء والميكانيكا وتسليمها للاستشاري وممثل المالك
- العمل علي اعداد مخططات ال Shop drawing
- حصر الكميات وطلب المواد الخاصة ببنود الكهرباء والسباكة
- عمل الطلبات اللازمة بالموقع RFI - MRI وغيرها"
Engineering,,"'- ادارة وتصميم وتطوير وانشاء مشاريع البناء بطريقة امنة وفي الوقت المناسب
- اجراء التحقيقات علي موقع العمل وتحليل البيانات (الخرايط والتقارير والاختبارات والرسومات وغيرها)
- اجراء الدراسات الفنية ودراسات الجدوي ووضع مخططات تلبي المواصفات الفنية
- تقييم المخاطر المحتملة وتحديد المواد والتكاليف
- حل المشكال الخاصة بالتصميم وتطويره"
Engineering,,"الهدف الاساسي:
- تصميم وتنفيذ والاشراف علي المشاريع الانشايية والبنية التحتية، مع ضمان سلامتها، متانتها، وتنفيذها وفقا للمواصفات الفنية والميزانية والجدول الزمني المحدد
المسووليات الرييسية:
• التصميم والتحليل: تصميم وتحليل الانظمة الانشايية (اساسات، اعمدة، كمرات) لضمان قدرتها علي تحمل الاحمال المختلفة
• التخطيط والادارة: اعداد جداول زمنية، وادارة الموارد (مواد، معدات، عمالة)، ومراقبة التكاليف
• الرقابة والاشراف: الاشراف الميداني المباشر علي عمليات البناء والتنفيذ لضمان الجودة والالتزام بالمخططات
• اعداد المواصفات: كتابة التقارير الفنية ووثايق العطاءات ومواصفات المواد
• ادارة المشاريع: تنسيق العمل مع المقاولين والمهندسين الاخرين (معماري، ميكانيكي) واصحاب المصلحة"
Engineering,,'- We are hiring a Mechanical Engineer (7–12 years experience)
Engineering,,'- مطلوب فني صيانة اجهزة لديه خبرة في صيانة الاجهزة العلمية
Engineering,,'- مطلوب اخصايي كيميايي لديه خبرة في اعمال الفحص المخبري بمختبرات سلامة الغذاء وتقيم جودة زيت الزيتون المكبوس
Engineering,,'- مطلوب اخصايي ميكروبيولوجي لديه خبرة في اعمال الفحص المخبري بمختبرات سلامة الغذاء وتقيم جودة زيت الزيتون المكبوس
Engineering,,'- مطلوب اخصايي مراقبة جودة لديه خبرة في المختبرات والفحص المخبري بمختبرات سلامة الغذاء
Engineering,,"'- مطلوب مهندسين معماريين للعمل لدي شركة انماء الشرق للمقاولات بمدينة الرياض
المهام:
- تصميم المخططات المعمارية والواجهات بما يتماشي مع المتطلبات الجمالية والوظيفية
- تقديم الحلول التصميمية المبتكرة للمشاريع
- اعداد الرسومات التنفيذية والتنسيق مع مهندسي الانشاءات والكهرباء والميكانيكا
- المشاركة في مراجعة تصاميم المشاريع والتاكد من مطابقتها للانظمة واللوايح
- الاشراف علي مراحل التنفيذ بما يخص الاعمال المعمارية وضبط الجودة"
Engineering,,'- مطلوب مهندس سلامة (سعودي الجنسية) للعمل بمدينة جدة
Engineering,,'- مطلوب مهندس مدني للاشراف علي المشاريع في المواقع والعمل بمدينة جدة
Engineering,,"المهام الوظيفية الاساسية:
- تصميم وتنفيذ انظمة الحماية من الحرايق يشمل ذلك تصميم شبكات الاطفاء، وانظمة الانذار المبكر، وانظمة التحكم في الدخان، وتركيب معدات الاطفاء المناسبة، والتاكد من توافقها مع المعايير واللوايح
- ضمان توافق جميع انظمة واجراءات الحماية من الحرايق مع المعايير المحلية والدولية، بالاضافة الي الحصول علي التراخيص والتصاريح اللازمة
- مراجعة الوثايق الفنية المتعلقة بالمشروع، مثل المخططات، وجداول الكميات، والعقود، للتاكد من دقتها وسلامتها
- التواصل مع الدفاع المدني والجهات الحكومية الاخري ذات الصلة بمسايل السلامة والحماية من الحرايق
- توثيق جميع الانشطة المتعلقة بالسلامة والحماية من الحرايق، واعداد التقارير الدورية لتقييم الاداء وتقديم التوصيات"
Engineering,,'- مطلوب مهندس ميكانيكا سعودي الجنسية للعمل في مكة المكرمة
Engineering,,'- مطلوب مهندس مدني لديه خبرة لا تقل عن سنة في مجال الاستشارات الهندسية للعمل بمدينة الرياض
Engineering,,"الوصف الوظيفي:
- تصميم وتطوير المخططات المعمارية والاشراف علي تنفيذ المشاريع بما يتوافق مع المعايير الهندسية والجمالية والاشتراطات البلدية لضمان تقديم مبان ووحدات تلبي احتياجات العملاء وتتماشي مع روية الشركة
المهام والمسووليات:
- اعداد الرسومات والتصاميم المعمارية باستخدام برامج التصميم الهندسي (AutoCAD, Revit, 3D Max)
- تطوير المخططات التفصيلية والواجهات الداخلية والخارجية للمشاريع
- التنسيق مع فرق الهندسة (المدني، الكهربايي، الميكانيكي) لضمان تكامل التصاميم
- مراجعة واعتماد الرسومات التنفيذية والمخططات النهايية
- متابعة مراحل التنفيذ في الموقع والتاكد من مطابقة الاعمال للمخططات والمواصفات
- اعداد عروض فنية وتقارير دورية عن سير العمل
- الالتزام باشتراطات الكود السعودي للبناء والمعايير المحلية والدولية
- تقديم الحلول الابداعية والمبتكرة لتحسين التصاميم واستغلال المساحات"
Engineering,,"'- تصميم وتطوير الانظمة والالات والمكونات الميكانيكية
- اعداد الرسومات الهندسية والمخططات باستخدام برامج التصميم (AutoCAD, SolidWorks)
- الاشراف علي عمليات التركيب والصيانة للمعدات الميكانيكية
- اجراء الاختبارات وتحليل الاداء لضمان جودة وكفاءة المعدات
- حل المشكلات الفنية وتقديم الحلول الميكانيكية المناسبة
- متابعة تطبيق معايير السلامة والجودة في المشاريع
- اعداد التقارير الفنية ورفع التوصيات للادارة او العملاء"
Engineering,,"'- الاشراف علي تنفيذ المشاريع في مواقع العمل، والتاكد من مطابقة الاعمال للمخططات والرسومات الهندسية المعتمدة
- التواصل مع المقاولين والفنيين في المواقع، وضمان التزامهم بالجداول الزمنية والمواصفات الفنية
- تقديم التقارير الدورية عن سير العمل في المشروع، وتقدم الاعمال
- مراجعة الوثايق الفنية المتعلقة بالمشروع، مثل المخططات، وجداول الكميات، والعقود، للتاكد من دقتها وسلامتها
- استلام الاعمال المنجزة من المقاولين، ورفع الملاحظات الفنية ان وجدت"
Engineering,,'- مطلوب مهندس معماري لديه خبرة 10 سنوات للاشراف علي المباني بالمنطقة الشرقية
Engineering,,"'- تصميم المشاريع الهندسية المدنية
- اعداد الدراسات الفنية والتقارير
- الاشراف علي تنفيذ المشاريع
- ضمان مطابقتها للمواصفات والمعايير المطلوبة
- ادارة الميزانيات
- حل المشكلات الفنية التي قد تواجه المشاريع
- تقييم المخاطر المحتملة وتقديم الحلول الهندسية المناسبة"
Engineering,,'- مطلوب مهندس مدني للعمل لدي شركة كبري تعمل في مجال اجهزة مختبرات التربة والاسفلت ومبيعات معدات المختبرات
Engineering,,'- مطلوب مهندس الكتروميكانيك (سعودي الجنسية) للعمل بمشروع بمكة المكرمة
